session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type
clldch1r03s01	80	218130	kha a catt	khaacaiʔ	1nsP 2S/A hit	prefix prefix stem	655 654 799	CLLDCh1R03S01.0366	CLLD	Conversation	15538	kha.a	pat.ag	"ag,pat"
clldch1r09s06	80	311180	kha a catt	khaacaiʔ	1nsP 2S/A hit	prefix prefix stem	655 654 799	CLLDCh1R09S06.112	CLLD	Conversation	15721	kha.a	pat.ag	"ag,pat"
clldch1r02s03b	80	204664	dam u mai phak u yokt a ŋs e	damumaiphakoktaŋseʔ	scratch 3nsS/A NEG scratch 3P NEG PST PRF IND.PST	prefix prefix prefix stem suffix suffix suffix suffix suffix	SES138 1201 1199 SES139 2459 2460 1202 6702 1234	CLLDCh1R02S03b.220	CLLD	Conversation	15512	u.mai	ag.neg	"ag,neg"
clldch1r11s04	81	334008	mai a khat e	maakhate	NEG 2S/A go IND.PST	prefix prefix stem suffix	1199 654 1363 1234	CLLDCh1R11S04.012	CLLD	Conversation	2265	mai.a	neg.ag	"ag,neg"
clldch1r05s02	81	257710	mai a khat t a ŋs e	maiakhattaŋse	NEG 2S/A go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1363 2458 1202 6702 1234	CLLDCh1R05S02.060	CLLD	Conversation	2084	mai.a	neg.ag	"ag,neg"
clldch1r10s09	81	330081	mai a kat th e	maakatte	NEG 2S/A come.up NEG IND.PST	prefix prefix stem suffix suffix	1199 654 156 2458 1234	CLLDCh1R10S09.385	CLLD	Conversation	2240	mai.a	neg.ag	"ag,neg"
clldch1r09s07	81	315360	mai a katt e	maakatte	NEG 2S/A bring.up IND.PST	prefix prefix stem suffix	1199 654 158 1234	CLLDCh1R09S07.1032	CLLD	Conversation	2205	mai.a	neg.ag	"ag,neg"
clldch1r06s03	81	277728	mai a yug th a yakt a ce e	maayuŋtaktace	NEG 2S/A be.there NEG PST IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 654 2478 2458 1202 6674 1202 1203 1234	CLLDCh1R06S03.0327	CLLD	Conversation	2116	mai.a	neg.ag	"ag,neg"
clldch1r03s01	81	218089	kha a catt	khaacaiʔ	1nsP 2S/A hit	prefix prefix stem	655 654 799	CLLDCh1R03S01.0356	CLLD	Conversation	2021	kha.a	pat.ag	"ag,pat"
clldch1r05s06	81	267388	ma a kopt no	maakopno	1nseP 2S/A pick.up.for.sb IND.NPST	prefix prefix stem suffix	656 654 1454 2330	CLLDCh1R05S06.296	CLLD	Conversation	2089	ma.a	pat.ag	"ag,pat"
pear_3-1	82	1189913	mai u ta th a ŋs e	maiutataŋse	NEG 3nsS/A come NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2192 2458 1202 6702 1234	pear_3-1.0273	adult	Experimental	9245	mai.u	neg.ag	"ag,neg"
cldlch2r05s06	83	77161	u mai ta yokt a yakt e	umatayoktakte	3nsS/A NEG come NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2192 2460 1202 6674 1234	CLDLCh2R05S06.461	CLDL	Conversation	9160	u.mai	ag.neg	"ag,neg"
cldlch2r05s06	83	75738	a mai khems th u ŋs u m e	amakhemtusume	2S/A NEG listen NEG 3P PRF 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 1370 2458 2459 6702 2459 1683 1234	CLDLCh2R05S06.151	CLDL	Conversation	9160	a.mai	ag.neg	"ag,neg"
story_chintang	84	1241340	mai u yug yokt a yakt e	mauyuŋyoktakte	NEG 3nsS/A stay NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2478 2460 1202 6674 1234	story_chintang.0038	adult	Narrative	NA	mai.u	neg.ag	"ag,neg"
story_chintang	84	1241487	mai u ŋis yokt e	mauniyokte	NEG 3nsS/A know NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 335 2460 1234	story_chintang.0071	adult	Narrative	NA	mai.u	neg.ag	"ag,neg"
them_talk	85	1264772	mai u yug yokt a yakt e	mauyuŋyoktakte	NEG 3sA be NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2478 2460 1202 6674 1234	them_talk.0042	adult	Conversation	9970	mai.u	neg.ag	"ag,neg"
clldch2r14s05	85	560642	mai ta u lud yokt a ŋs a ŋ e	matauluyoktaŋsehẽ	NEG FOC 3sA say.to NEG PST PRF PST 1sS/P IND.PST	prefix stem prefix stem suffix suffix suffix suffix suffix suffix	1199 496 1201 1575 2460 1202 6702 1202 2875 1234	CLLDCh2R14S05.083	CLLD	Conversation	10021	mai.u	neg.ag	"ag,neg"
clldch1r12s05	85	350616	mai a lud yokt e	maialuyokte	NEG 2S/A tell NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1575 2460 1234	CLLDCh1R12S05.245	CLLD	Conversation	9959	mai.a	neg.ag	"ag,neg"
clldch1r12s05	85	350622	mai a lud yokt e	maialuyokte	NEG 2S/A tell NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1575 2460 1234	CLLDCh1R12S05.247	CLLD	Conversation	9959	mai.a	neg.ag	"ag,neg"
rm_jk_talk01	85	1225013	mai a patt e	maapatte	NEG 2S/A call IND.PST	prefix prefix stem suffix	1199 654 1842 1234	RM_JK_talk01.160	adult	Conversation	9970	mai.a	neg.ag	"ag,neg"
clldch1r12s03	85	345846	mai a pid yokt u ŋs e	maiapiyoktoŋse	NEG 2S/A give NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 363 2460 2459 6702 1234	CLLDCh1R12S03.270	CLLD	Conversation	9957	mai.a	neg.ag	"ag,neg"
clldch4r13s04	85	982620	mai a tok t u ŋs e kha	maiatoktoŋsekha	NEG 2S/A get NEG 3P PRF IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 523 2458 2459 6702 1234 1335	CLLDCh4R13S04.12	CLLD	Conversation	9958	mai.a	neg.ag	"ag,neg"
cldlch3r07s03	85	171580	mai a yuŋs yokt e	maiayuŋote	NEG 2S/A put NEG IND.PST	prefix prefix stem suffix suffix	1199 654 590 2460 1234	CLDLCh3R07S03.0609	CLDL	Conversation	9957	mai.a	neg.ag	"ag,neg"
clldch1r12s05	85	350401	mai a ci u yokt u ŋs e	maiacatoŋse	NEG 2S/A eat 3P NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 771 2459 2460 2459 6702 1234	CLLDCh1R12S05.157	CLLD	Conversation	9959	mai.a	neg.ag	"ag,neg"
cldlch2r07s02	85	91969	na mai pid th e	namaipithe	3>2 NEG give NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 363 2458 1234	CLDLCh2R07S02.783	CLDL	Conversation	9955	na.mai	pat.neg	"neg,pat"
them_talk	85	1264890	na mai chitt yokt i e	namachityoktihe	3>2 NEG meet NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	1200 1199 79 2460 1678 1234	them_talk.0074	adult	Conversation	9970	na.mai	pat.neg	"neg,pat"
sadstory_rm	85	1229219	u mai hid yokt e	umahiyokte	3nsS/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 127 2460 1234	sadstory_RM.0089	adult	Narrative	9511	u.mai	ag.neg	"ag,neg"
sadstory_rm	85	1229542	u mai lis yokt e	umaliyokte	3nsS/A NEG be NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1558 2460 1234	sadstory_RM.0154	adult	Narrative	9511	u.mai	ag.neg	"ag,neg"
cldlch2r08s04	85	106922	u mai pid yokt a ŋ e	umapiyoktehẽ	3sA NEG give NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2460 1202 2875 1234	CLDLCh2R08S04.656	CLDL	Conversation	10022	u.mai	ag.neg	"ag,neg"
kamce_talk	85	1127087	u mai pid yokt a ŋ i hẽ	umapiyoktaŋnɨhẽ	3nsS/A NEG give NEG PST 1sS/P 1/2pS/P ePST	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 363 2460 1202 2875 1678 1234	kamce_talk.0008	adult	Conversation	9970	u.mai	ag.neg	"ag,neg"
them_talk	85	1264720	u mai ta phatt yokt a ŋ no i e	umataphatyoktaŋnɨhẽ	3nsS/A NEG FOC take NEG PST 1sS/P IND.NPST 1/2pS/P IND.PST	prefix prefix stem stem suffix suffix suffix suffix suffix suffix	1201 1199 496 377 2460 1202 2875 2330 1678 1234	them_talk.0027	adult	Conversation	9970	u.mai	ag.neg	"ag,neg"
kamce_talk	85	1127374	u mai tok yokt a yakt e	umatokyoktakte	3nsS/A NEG get NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 523 2460 1202 6674 1234	kamce_talk.0074	adult	Conversation	9970	u.mai	ag.neg	"ag,neg"
kamce_talk	85	1127372	u mai tok yokt a yakt e	umatokyoktakte	3nsS/A NEG get NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 523 2460 1202 6674 1234	kamce_talk.0072	adult	Conversation	9970	u.mai	ag.neg	"ag,neg"
them_talk	85	1264708	u ma tok yokt a yakt e	umatokyoktakte	3nsS/A NEG get NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 523 2460 1202 6674 1234	them_talk.0024	adult	Conversation	9970	u.mai	ag.neg	"ag,neg"
them_talk	85	1264950	som yaŋ u kha mai tukt yokt e	somyaŋukhamatukyokte	feelings ADD 3nsS/A 1nsP NEG have.feelings.for NEG IND.PST	stem stem prefix prefix prefix stem suffix suffix	471 2450 1201 655 1199 480 2460 1234	them_talk.0088	adult	Conversation	9970	u.mai	ag.neg	"ag,neg"
kamce_talk	85	1127280	ya a mai cept yokt u ce e	yaamacepyoktuce	call 2S/A NEG call NEG 3P 3nsP IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	574 654 1199 JP050 2460 2459 1204 1234	kamce_talk.0054	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
dkt_ktm_trip	85	1064993	a mai numd th a k a ce e	amanumtakace	2S/A NEG do NEG PST IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 1781 2458 1202 ROS38 1202 1203 1234	dkt-ktm-trip.0725	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
clldch4r13s03	85	980716	a mai yug yokt a yakt e	amayuŋyoktakteʔ	2S/A NEG be.there NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 2478 2460 1202 6674 1234	CLLDCh4R13S03.0494	CLLD	Conversation	9957	a.mai	ag.neg	"ag,neg"
ctn_cut	85	1015302	a ma ot yokt e	amaoiʔyokte	2S/A NEG break NEG IND.PST	prefix prefix stem suffix suffix	654 1199 338 2460 1234	ctn_cut.566	adult	Conversation	10787	a.mai	ag.neg	"ag,neg"
clldch1r12s03	85	345841	a mai pid t u kha	amaipitokha	2S/A NEG give NEG 3P NMLZ	prefix prefix stem suffix suffix suffix	654 1199 363 2458 2459 1335	CLLDCh1R12S03.268	CLLD	Conversation	9957	a.mai	ag.neg	"ag,neg"
clldch3r13s03	85	740753	a mai pid th u m e	amapitumhẽ	2S/A NEG give NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2458 2459 1683 1234	CLLDCh3R13S03.005	CLLD	Conversation	9957	a.mai	ag.neg	"ag,neg"
kamce_talk	85	1127278	a mai cekt yokt i hẽ	amacekyoktihẽ	2S/A NEG speak NEG 1/2pS/P PST	prefix prefix stem suffix suffix suffix	654 1199 45 2460 1678 1234	kamce_talk.0053	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
them_talk	85	1264694	a mai ta that yokt i yakt i hẽ	amatathaiʔyoktiyaktihe	2S/A NEG FOC be.visible NEG 1/2pS/P IPFV 1/2pS/P PST	prefix prefix stem stem suffix suffix suffix suffix suffix	654 1199 496 2261 2460 1678 6674 1678 1234	them_talk.0019	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
clldch3r14s04	85	751368	a mai ca yokt a ŋs e	amacaoktaŋseʔ	2S/A NEG eat NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 771 2460 1202 6702 1234	CLLDCh3R14S04.219	CLLD	Conversation	10021	a.mai	ag.neg	"ag,neg"
clldch1r13s03	85	357706	a mai ca yokt e	amaicayokte	2S/A NEG eat NEG IND.PST	prefix prefix stem suffix suffix	654 1199 771 2460 1234	CLLDCh1R13S03.147	CLLD	Conversation	10020	a.mai	ag.neg	"ag,neg"
rm_jk_talk01	85	1224622	a mai ca yokt i ŋs i ŋ e	amacayoktiŋsihẽ	2S/A NEG eat NEG 1/2pS/P PRF 1/2pS/P 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 771 2460 1678 6702 1678 2875 1234	RM_JK_talk01.063	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
kamce_talk	85	1127221	a kha mai sɨŋs yokt a ŋ e	akhamasɨŋyoktehẽ	2S/A ask NEG ask NEG PST 1sS/P IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	654 203 1199 204 2460 1202 2875 1234	kamce_talk.0039	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
rm_jk_talk01	85	1224528	a kha yaŋ mai patt yokt e	akhayaŋmaipaiʔyokte	2S/A 1nsP ADD NEG call NEG IND.PST	prefix prefix stem prefix stem suffix suffix	654 655 2450 1199 1842 2460 1234	RM_JK_talk01.041	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
rm_jk_talk01	85	1225025	kha yaŋ a mai lud yokt e	khayaŋamaluyokte	1nsP ADD 2S/A NEG say.to NEG IND.PST	prefix stem prefix prefix stem suffix suffix	655 2450 654 1199 1575 2460 1234	RM_JK_talk01.162	adult	Conversation	9970	kha.a	pat.ag	"ag,pat"
clldch1r13s02	85	354524	kha a khag no	khaakhaŋno	1nsP 2S/A see IND.NPST	prefix prefix stem suffix	655 654 1366 2330	CLLDCh1R13S02.0258	CLLD	Conversation	10019	kha.a	pat.ag	"ag,pat"
clldch1r13s02	85	354527	kha a khaŋ no	khaakhaŋno	1nsP 2S/A see IND.NPST	prefix prefix stem suffix	655 654 1366 2330	CLLDCh1R13S02.0260	CLLD	Conversation	10019	kha.a	pat.ag	"ag,pat"
them_talk	85	1264675	kha a tukt i	khaatukti	1nseP 2S/A like 1/2pS/P	prefix prefix stem suffix	655 654 480 1678	them_talk.0013	adult	Conversation	9970	kha.a	pat.ag	"ag,pat"
them_talk	85	1264909	ma a khag e	maakhae	1nseP 2S/A see IND.PST	prefix prefix stem suffix	656 654 1366 1234	them_talk.0078	adult	Conversation	9970	ma.a	pat.ag	"ag,pat"
rm_jk_talk01	85	1225025	kha yaŋ a mai lud yokt e	khayaŋamaluyokte	1nsP ADD 2S/A NEG say.to NEG IND.PST	prefix stem prefix prefix stem suffix suffix	655 2450 654 1199 1575 2460 1234	RM_JK_talk01.162	adult	Conversation	9970	a.mai	ag.neg	"ag,neg"
ctn_talk01	86	1037405	mai u lek yokt a ce e	maiulekyaktace	NEG 3nsS/A lick NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1531 2460 1202 1203 1234	ctn_talk01.164	adult	Conversation	8030	mai.u	neg.ag	"ag,neg"
ctn_talk01	86	1036937	kha u ŋek ce kV nɨŋ	khauŋekcekenɨŋ	1nsP 3nsS/A bite d IND.NPST NEG	prefix prefix stem suffix suffix suffix	655 1201 2489 1203 1682 2457	ctn_talk01.036	adult	Conversation	8030	kha.u	pat.ag	"ag,pat"
ctn_talk01	86	1036936	kha u ŋek no nɨŋ	khauŋeknɨknɨŋ	1nsP 3nsS/A bite IND.NPST NEG	prefix prefix stem suffix suffix	655 1201 2489 2330 2457	ctn_talk01.036	adult	Conversation	8030	kha.u	pat.ag	"ag,pat"
ctn_talk01	86	1036927	kha u nek no nɨŋ	khauneknɨknɨŋ	1nsP 3nsS/A bite IND.NPST NEG	prefix prefix stem suffix suffix	655 1201 2489 2330 2457	ctn_talk01.034	adult	Conversation	8030	kha.u	pat.ag	"ag,pat"
clldch1r04s02	87	236265	mai ta u thapt t u ŋs e	mantauthaptoŋse	NEG FOC 3nsS/A bring.across NEG 3P PRF IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 1201 2260 2458 2459 6702 1234	CLLDCh1R04S02.0860	CLLD	Conversation	15568	mai.u	neg.ag	"ag,neg"
clldch1r04s06a	87	247823	u mai lis yokt a ŋs e	umaliyoktaŋse	3nsS/A NEG be NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 1558 2460 1202 6702 1234	CLLDCh1R04S06a.1003	CLLD	Conversation	15572	u.mai	ag.neg	"ag,neg"
clldch1r04s06b	87	252719	u mai lis yokt a ŋs e	umailioktaŋse	3nsS/A NEG be NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 1558 2460 1202 6702 1234	CLLDCh1R04S06b.1113	CLLD	Conversation	15572	u.mai	ag.neg	"ag,neg"
clldch3r02s06	88	594220	mai u ta ŋs e	manotaŋse	NEG 3nsS/A come PRF IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 6702 1234	CLLDCh3R02S06.792	CLLD	Conversation	3057	mai.u	neg.ag	"ag,neg"
clldch3r08s07	88	677038	a mai khag th u ŋs e	amakhaŋtoŋseʔ	2S/A NEG see NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1366 2458 2459 6702 1234	CLLDCh3R08S07.707	CLLD	Conversation	3238	a.mai	ag.neg	"ag,neg"
clldch3r08s07	88	677066	a mai khems th e	amaikhemteʔ	2S/A NEG listen NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1370 2458 1234	CLLDCh3R08S07.723	CLLD	Conversation	3238	a.mai	ag.neg	"ag,neg"
pear_9-3	89	1202226	mai a mitt e	maamiʔte	NEG 2S/A remember IND.PST	prefix prefix stem suffix	1199 654 301 1234	pear_9-3.067	adult	Experimental	8212	mai.a	neg.ag	"ag,neg"
clldch1r06s01	90	273204	mai a nis t e	maianite	NEG 2S/A know NEG IND.PST	prefix prefix stem suffix suffix	1199 654 335 2458 1234	CLLDCh1R06S01.1980	CLLD	Conversation	2871	mai.a	neg.ag	"ag,neg"
clldch1r03s03	90	224656	mai a pid th e hẽ	maiapitehẽ	NEG 2S/A give NEG IND.PST ePST	prefix prefix stem suffix suffix suffix	1199 654 363 2458 1234 1234	CLLDCh1R03S03.1082	CLLD	Conversation	2780	mai.a	neg.ag	"ag,neg"
mechacha_talk	91	1160397	u mai pid yokt a ŋ e	umaipiyoktehe	3sA NEG give NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2460 1202 2875 1234	mechacha_talk.305	adult	Conversation	24739	u.mai	ag.neg	"ag,neg"
clldch4r02s03	92	791292	mai u lud yokt a ŋ e	maiuluyoktehè	NEG 3nsS/A tell NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1575 2460 1202 2875 1234	CLLDCh4R02S03.2463	CLLD	Conversation	11538	mai.u	neg.ag	"ag,neg"
clldch2r05s03	93	430766	mai u pok th a ŋs e	maiupoktaŋse	NEG 3nsS/A get.up NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 365 2458 1202 6702 1234	CLLDCh2R05S03.0585	CLLD	Conversation	2828	mai.u	neg.ag	"ag,neg"
khebak_tale	94	1131437	kha a mett no	khaameʔno	1nsP 2S/A do.with/to IND.NPST	prefix prefix stem suffix	655 654 294 2330	khebak_tale.112	adult	Narrative	5329	kha.a	pat.ag	"ag,pat"
pear_13-1	95	1183663	mai u khatt yokt a kha	maiukhaiʔyaktakha	NEG 3nsS/A take NEG PST NMLZ	prefix prefix stem suffix suffix suffix	1199 1201 1364 2460 1202 1335	pear_13-1.272	adult	Experimental	12544	mai.u	neg.ag	"ag,neg"
pear_13-1	95	1183479	mai u wat yokt a yakt e	maiuwaiyaktakte	NEG 3nsS/A wear NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2429 2460 1202 6674 1234	pear_13-1.211	adult	Experimental	12544	mai.u	neg.ag	"ag,neg"
pear_13-1	95	1183142	mai u cekt yokt a yakt e	maiucekyaktakte	NEG 3nsS/A say NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 45 2460 1202 6674 1234	pear_13-1.108	adult	Experimental	12544	mai.u	neg.ag	"ag,neg"
pear_13-1	95	1183667	mai yaŋ u khatt yokt e	maiyaŋukhaiʔyokte	NEG ADD 3nsS/A take NEG IND.PST	prefix stem prefix stem suffix suffix	1199 2450 1201 1364 2460 1234	pear_13-1.274	adult	Experimental	12544	mai.u	neg.ag	"ag,neg"
pear_10-1	95	1180815	mai yaŋ u cekt yokt a k e	maiyaŋucekyaktake	NEG ADD 3nsS/A speak NEG PST IPFV IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 2450 1201 45 2460 1202 ROS38 1234	pear_10-1.341	adult	Experimental	12616	mai.u	neg.ag	"ag,neg"
pear_13-1	95	1183618	mai yaŋ u cekt yokt e	maiyaŋucekyakte	NEG ADD 3nsS/A speak NEG IND.PST	prefix stem prefix stem suffix suffix	1199 2450 1201 45 2460 1234	pear_13-1.256	adult	Experimental	12544	mai.u	neg.ag	"ag,neg"
pahiro_talk	96	1171215	mai khag mai khag dis yokt a ŋs e	maikhaŋmaikhaŋdiyaktaŋseʔ	1nsiP watch NEG watch TEL NEG PST PRF IND.PST	prefix stem prefix stem suffix suffix suffix suffix suffix	1198 1366 1199 1366 6696 2460 1202 6702 1234	pahiro_talk.031	adult	Conversation	NA	mai1P.mai	pat.neg	"neg,pat"
phidang_talk	96	1207408	mai u lett yokt a yakt e	maiuleiʔyaktakte	NEG 3nsS/A plant NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 242 2460 1202 6674 1234	phidang_talk.128	adult	Conversation	12726	mai.u	neg.ag	"ag,neg"
phidang_talk	96	1206997	mai u yug yokt a yakt e	maiuyuŋyaktakte	NEG 3nsS/A be NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2478 2460 1202 6674 1234	phidang_talk.008	adult	Conversation	12726	mai.u	neg.ag	"ag,neg"
phidang_talk	96	1208444	mai u yug yokt a yakt e	maiuyuŋyoktakte	NEG 3nsS/A be NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2478 2460 1202 6674 1234	phidang_talk.437	adult	Conversation	12726	mai.u	neg.ag	"ag,neg"
warisama_talk	96	1272609	mai yaŋ a ŋed yokt e	maiyaŋaneyokte	NEG ADD 2S/A read NEG IND.PST	prefix stem prefix stem suffix suffix	1199 2450 654 334 2460 1234	warisama_talk.346	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"
pahiro_talk	96	1172783	mai yaŋ a pid yokt a ŋ e	mayaŋapiyoktehẽ	NEG ADD 2S/A give NEG PST 1sS/P IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 2450 654 363 2460 1202 2875 1234	pahiro_talk.380	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"
warisama_talk	96	1272608	mai yaŋ a chapt yokt e	maiyaŋachapyokte	NEG ADD 2S/A write NEG IND.PST	prefix stem prefix stem suffix suffix	1199 2450 654 73 2460 1234	warisama_talk.346	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"
pahiro_talk	96	1172820	mai ta a pid yokt a ŋ e	mataapitoktehẽ	NEG FOC 2S/A give NEG PST 1sS/P IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 654 363 2460 1202 2875 1234	pahiro_talk.386	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"
pahiro_talk	96	1174587	mai ta kha pid th a ŋs e	matakhapithaŋseʔ	NEG FOC 1nsP give NEG PST PRF IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 655 363 2458 1202 6702 1234	pahiro_talk.839	adult	Conversation	NA	mai.kha	neg.pat	"neg,pat"
pahiro_talk	96	1172867	mai a numd yokt e	maianumyokte	NEG 2S/A do NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1781 2460 1234	pahiro_talk.395	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"
phidang_talk	96	1208534	mai a tokt yokt u m e	maatokyoktumhẽ	NEG 2S/A get NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 2332 2460 2459 1683 1234	phidang_talk.461	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"
phidang_talk	96	1208483	mai a tokt yokt u m e	maatokyoktumhẽ	NEG 2S/A get NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 2332 2460 2459 1683 1234	phidang_talk.448	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"
phidang_talk	96	1207397	mai a lett yokt i yakt i hẽ	maaleiʔyaktiyaktihẽ	NEG 2S/A plant NEG 1/2pS/P IPFV 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 242 2460 1678 6674 1678 1234	phidang_talk.124	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"
warisama_talk	96	1271972	mai a lett yokt i yakt i hẽ	maialeiʔyaktiyaktihẽ	NEG 2S/A plant NEG 1/2pS/P IPFV 1/2pS/P ePST	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 242 2460 1678 6674 1678 1234	warisama_talk.207	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"
pahiro_talk	96	1172824	mai a ta pid yokt a ŋ e	maatapiyoktehẽ	NEG 2S/A FOC give NEG PST 1sS/P IND.PST	prefix prefix stem stem suffix suffix suffix suffix	1199 654 496 363 2460 1202 2875 1234	pahiro_talk.387	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"
warisama_talk	96	1272073	u mai pekt a yokt a yakt e	umaipekyaktakte	3nsS/A NEG peel.off PST NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 1855 1202 2460 1202 6674 1234	warisama_talk.230	adult	Conversation	12726	u.mai	ag.neg	"ag,neg"
phidang_talk	96	1207390	u mai lett yokt a yakt e	umaileiʔyaktakte	3nsS/A NEG plant NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 242 2460 1202 6674 1234	phidang_talk.122	adult	Conversation	12726	u.mai	ag.neg	"ag,neg"
phidang_talk	96	1207389	u mai lett yokt a yakt e	umaileiʔyaktakte	3nsS/A NEG plant NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 242 2460 1202 6674 1234	phidang_talk.122	adult	Conversation	12726	u.mai	ag.neg	"ag,neg"
chintang_now	96	12261	u mai wat yokt a yakt e	umaiwayaktakte	3nsS/A NEG wear NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2429 2460 1202 6674 1234	chintang_now.0159	adult	Conversation	13769	u.mai	ag.neg	"ag,neg"
chintang_now	96	14151	u mai ŋis yokt e	umainiyakte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	chintang_now.0718	adult	Conversation	13769	u.mai	ag.neg	"ag,neg"
warisama_talk	96	1271629	u mai pok yokt a yakt e	umaipokyaktakte	3nsS/A NEG stand.up NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 365 2460 1202 6674 1234	warisama_talk.132	adult	Conversation	12726	u.mai	ag.neg	"ag,neg"
